frame,num_bubbles,mean_diam_px,void_fraction
155,27,116.0,0.031133777006172838
156,28,111.67857142857143,0.031116898148148147
157,29,108.44827586206897,0.031223476080246913
158,31,102.70967741935483,0.031045042438271605
159,31,102.80645161290323,0.031039737654320988
160,29,107.93103448275862,0.03113570601851852
161,29,107.96551724137932,0.031144386574074073
162,27,116.51851851851852,0.03128038194444444
163,28,113.03571428571429,0.03148967978395062
164,28,113.0,0.031486786265432096
165,28,110.35714285714286,0.03195746527777778
166,28,110.35714285714286,0.03195650077160494
167,27,115.11111111111111,0.0320360725308642
168,28,111.07142857142857,0.031978202160493824
169,27,115.11111111111111,0.03201003086419753
170,29,107.89655172413794,0.03182243441358025
171,29,108.0,0.031828703703703706
172,31,103.54838709677419,0.032099247685185184
173,33,96.54545454545455,0.03181712962962963
174,32,99.375,0.03179108796296296
175,35,91.94285714285714,0.03195216049382716
176,36,89.94444444444444,0.03191550925925926
177,35,93.85714285714286,0.03232301311728395
178,34,95.88235294117646,0.032125289351851855
179,35,93.28571428571429,0.03213686342592593
180,32,100.40625,0.03230082947530864
181,32,100.40625,0.032303240740740743
182,31,103.74193548387096,0.032446469907407405
183,32,100.90625,0.032507233796296296
184,32,100.75,0.03248746141975309
185,32,100.96875,0.03270929783950617
186,33,98.27272727272727,0.03269145447530864
187,32,101.5,0.03291232638888889
188,31,104.83870967741936,0.03303626543209877
189,31,104.80645161290323,0.03306616512345679
190,34,96.55882352941177,0.03334056712962963
191,35,94.11428571428571,0.03337143132716049
192,34,96.61764705882354,0.033391685956790124
193,33,100.42424242424242,0.033482349537037034
194,33,100.27272727272727,0.03345582561728395
195,34,96.70588235294117,0.03321180555555556
196,34,96.70588235294117,0.033209394290123456
197,33,99.84848484848484,0.03328703703703704
198,31,105.29032258064517,0.03304108796296296
199,31,105.25806451612904,0.03303530092592592
200,33,98.75757575757575,0.032898823302469134
201,34,96.44117647058823,0.03288387345679012
202,34,96.29411764705883,0.03288773148148148
203,34,95.91176470588235,0.032761381172839506
204,34,95.94117647058823,0.0327686149691358
205,37,88.67567567567568,0.03271074459876543
206,37,88.64864864864865,0.032670717592592595
207,38,86.8157894736842,0.03242042824074074
208,37,88.62162162162163,0.03224681712962963
209,37,88.56756756756756,0.032215952932098765
210,36,91.05555555555556,0.03173273533950617
211,36,91.16666666666667,0.0317578125
212,37,89.1891891891892,0.03133825231481482
213,36,90.72222222222223,0.03105131172839506
214,36,90.72222222222223,0.031050347222222222
215,39,82.53846153846153,0.030295621141975308
216,38,84.55263157894737,0.030288387345679013
217,37,86.4054054054054,0.030048225308641974
218,35,89.4,0.0297313850308642
219,35,89.42857142857143,0.029735243055555555
220,36,90.19444444444444,0.029444926697530863
221,36,90.19444444444444,0.02947000385802469
222,36,90.19444444444444,0.029341724537037036
223,34,91.32352941176471,0.029184027777777777
224,32,96.5,0.029155092592592594
225,33,93.78787878787878,0.02906298225308642
226,33,93.81818181818181,0.029048996913580247
227,32,97.34375,0.02931857638888889
228,32,97.21875,0.029132426697530866
229,32,97.21875,0.02913966049382716
230,31,101.45161290322581,0.029649884259259258
231,31,101.45161290322581,0.02968653549382716
232,31,101.0,0.029794077932098765
233,33,95.18181818181819,0.02984182098765432
234,33,95.18181818181819,0.02984278549382716
235,31,100.93548387096774,0.030935088734567903
236,30,104.16666666666667,0.030930748456790124
237,30,104.0,0.031087480709876544
238,31,100.61290322580645,0.03095920138888889
239,29,107.17241379310344,0.0309375
240,32,91.96875,0.030800057870370372
241,33,89.36363636363636,0.030814043209876543
242,28,99.28571428571429,0.030906635802469135
243,29,95.0,0.030727237654320987
244,29,95.0,0.030719521604938273
245,29,108.96551724137932,0.031100501543209876
246,29,108.37931034482759,0.031044560185185185
247,29,109.65517241379311,0.0312938850308642
248,30,106.93333333333334,0.03145495756172839
249,29,110.37931034482759,0.03146604938271605
250,31,108.41935483870968,0.03187065972222222
251,32,105.1875,0.03189621913580247
252,33,104.57575757575758,0.031964216820987656
253,33,102.54545454545455,0.03230806327160494
254,33,102.54545454545455,0.03230131172839506
255,33,105.39393939393939,0.03232253086419753
256,32,105.59375,0.03233748070987654
257,31,109.29032258064517,0.03239101080246914
258,31,109.48387096774194,0.032480227623456794
259,31,109.45161290322581,0.03249180169753087
260,32,109.125,0.031518132716049384
261,31,112.48387096774194,0.031520543981481484
262,32,108.875,0.03150655864197531
263,32,108.65625,0.03142939814814815
264,32,108.65625,0.03142119984567901
265,32,105.0,0.031368152006172836
266,32,105.0625,0.03136766975308642
267,32,104.96875,0.03126350308641975
268,32,107.5625,0.031222511574074074
269,32,107.625,0.031235532407407406
270,33,103.6969696969697,0.0309375
271,33,103.66666666666667,0.030892650462962964
272,35,97.45714285714286,0.030498167438271606
273,33,99.96969696969697,0.03043402777777778
274,33,99.96969696969697,0.0304296875
275,31,106.70967741935483,0.03035011574074074
276,31,106.70967741935483,0.030343364197530864
277,30,107.53333333333333,0.030496720679012344
278,29,110.44827586206897,0.030422453703703705
279,31,103.80645161290323,0.030436921296296295
280,29,110.96551724137932,0.031695119598765434
281,29,110.89655172413794,0.030574363425925927
282,30,107.6,0.03175636574074074
283,31,105.0,0.03187355324074074
284,31,105.0,0.031868730709876544
285,28,116.0,0.0321190200617284
286,28,116.0,0.03209201388888889
287,28,116.0,0.032095871913580244
288,27,120.4074074074074,0.032084780092592594
289,27,120.44444444444444,0.03209008487654321
290,30,109.56666666666666,0.032232831790123456
291,30,109.43333333333334,0.032214988425925926
292,30,109.36666666666666,0.0321826774691358
293,30,109.43333333333334,0.03220100308641975
294,30,109.4,0.03219280478395062
295,32,103.15625,0.032333622685185186
296,32,103.15625,0.032337962962962964
297,33,100.60606060606061,0.032463348765432096
298,33,100.42424242424242,0.032368344907407406
299,33,100.45454545454545,0.03239824459876543
300,32,102.0,0.032375096450617286
301,32,102.0,0.03240065586419753
302,32,101.6875,0.032487943672839505
303,32,102.0,0.03251012731481481
304,38,87.05263157894737,0.031900077160493825
305,36,91.58333333333333,0.03218315972222222
306,36,91.58333333333333,0.032182195216049383
307,32,98.71875,0.03231143904320988
308,33,97.66666666666667,0.03253761574074074
309,33,97.66666666666667,0.032536168981481484
310,37,92.83783783783784,0.03310763888888889
311,37,92.83783783783784,0.03311005015432099
312,37,91.54054054054055,0.03326581790123457
313,32,104.96875,0.03350019290123457
314,33,101.81818181818181,0.033494888117283954
315,34,101.44117647058823,0.033803047839506176
316,34,101.44117647058823,0.033800636574074075
317,31,108.54838709677419,0.034075038580246915
318,30,112.0,0.03418499228395062
319,30,112.0,0.03418016975308642
320,28,115.75,0.03426504629629629
321,28,115.75,0.0342626350308642
322,27,120.11111111111111,0.03471016589506173
323,27,120.11111111111111,0.034860146604938275
324,27,120.11111111111111,0.03484375
325,29,117.3103448275862,0.03523244598765432
326,29,117.34482758620689,0.035210744598765435
327,29,118.72413793103448,0.03401282793209877
328,30,115.8,0.03410542052469136
329,30,115.76666666666667,0.03412085262345679
330,31,109.96774193548387,0.03441695601851852
331,30,113.43333333333334,0.034429976851851854
332,32,107.46875,0.03457368827160494
333,31,111.35483870967742,0.034835551697530866
334,31,111.35483870967742,0.03482831790123457
335,31,113.19354838709677,0.03488233024691358
336,33,106.6969696969697,0.03486255787037037
337,31,114.3225806451613,0.03520351080246913
338,30,117.7,0.03653115354938272
339,30,117.7,0.03654947916666667
340,32,110.59375,0.036872588734567904
341,32,110.5625,0.036886091820987656
342,30,117.6,0.03690779320987654
343,31,113.3225806451613,0.03689429012345679
344,31,113.3225806451613,0.036883680555555555
345,37,95.72972972972973,0.03665219907407408
346,37,95.5945945945946,0.03662181712962963
347,36,97.02777777777777,0.03668595679012346
348,34,101.41176470588235,0.036494984567901234
349,35,98.77142857142857,0.036550925925925924
350,31,110.35483870967742,0.036516685956790126
351,31,110.35483870967742,0.03654224537037037
352,34,99.79411764705883,0.03626639660493827
353,32,104.9375,0.03641300154320987
354,32,105.0,0.036414448302469135
355,31,107.35483870967742,0.03641059027777778
356,30,110.76666666666667,0.03639033564814815
357,30,110.73333333333333,0.03628713348765432
358,30,110.03333333333333,0.03608265817901234
359,30,110.03333333333333,0.036090856481481484
360,28,113.96428571428571,0.035847800925925925
361,29,109.96551724137932,0.03450472608024691
362,31,103.0,0.03437692901234568
363,31,104.29032258064517,0.03440152391975309
364,31,104.29032258064517,0.03440104166666667
365,29,110.86206896551724,0.034395254629629626
366,29,110.86206896551724,0.03435136959876543
367,33,98.27272727272727,0.03428288966049383
368,32,100.875,0.033998842592592594
369,30,107.2,0.03404176311728395
370,30,108.4,0.03346064814814815
371,30,108.4,0.03348283179012346
372,29,111.44827586206897,0.03314814814814815
373,29,112.20689655172414,0.03264081790123457
374,29,112.20689655172414,0.032633584104938274
375,33,100.06060606060606,0.032140721450617284
376,33,100.06060606060606,0.03212914737654321
377,30,103.96666666666667,0.03223524305555556
378,30,108.0,0.03208960262345679
379,30,107.96666666666667,0.032138792438271606
380,31,105.35483870967742,0.03205246913580247
381,31,105.3225806451613,0.03206211419753086
382,30,95.53333333333333,0.03224344135802469
383,32,93.6875,0.03185619212962963
384,32,93.6875,0.031840760030864196
385,29,98.86206896551724,0.03165123456790123
386,29,98.86206896551724,0.031653645833333334
387,29,97.10344827586206,0.031916956018518516
388,31,95.29032258064517,0.030602334104938272
389,32,92.46875,0.030616319444444446
390,31,95.48387096774194,0.03089554398148148
391,31,95.70967741935483,0.030929783950617285
392,31,91.96774193548387,0.03097993827160494
393,29,101.37931034482759,0.031006944444444445
394,29,101.37931034482759,0.03099247685185185
395,30,102.73333333333333,0.03094039351851852
396,31,99.51612903225806,0.030911458333333332
397,31,97.25806451612904,0.030849729938271606
398,34,92.8529411764706,0.030869020061728394
399,34,92.82352941176471,0.030855999228395062
400,31,101.83870967741936,0.030661168981481482
401,32,99.0,0.030661168981481482
402,29,104.48275862068965,0.030498649691358026
403,28,108.5,0.030970775462962962
404,28,108.89285714285714,0.03097993827160494
405,32,99.5625,0.03099681712962963
406,32,99.53125,0.031007426697530864
407,23,127.56521739130434,0.03234375
408,24,127.75,0.03264081790123457
409,24,127.75,0.03265094521604938
410,25,121.96,0.03260030864197531
411,25,121.96,0.032608024691358026
412,25,118.16,0.03256944444444444
413,28,109.78571428571429,0.03258632330246913
414,28,109.78571428571429,0.032588734567901234
415,32,100.875,0.03261670524691358
416,32,100.875,0.032592110339506174
417,30,103.4,0.0326171875
418,32,101.96875,0.032857349537037034
419,32,101.96875,0.032825038580246914
420,31,107.0,0.033118730709876545
421,31,107.0,0.03314043209876543
422,32,100.15625,0.03310474537037037
423,32,106.1875,0.0334741512345679
424,32,106.15625,0.033461130401234565
425,30,113.73333333333333,0.03376543209876543
426,30,113.63333333333334,0.033738908179012345
427,31,107.35483870967742,0.03361159336419753
428,32,108.03125,0.03382667824074074
429,34,105.32352941176471,0.033825231481481484
430,30,116.1,0.03403983410493827
431,30,118.43333333333334,0.0339867862654321
432,29,118.58620689655173,0.03377507716049383
433,34,106.1470588235294,0.033824266975308645
434,34,106.1470588235294,0.03382716049382716
435,35,103.4,0.033795814043209874
436,35,103.34285714285714,0.033773630401234565
437,35,100.05714285714286,0.03387056327160494
438,35,102.65714285714286,0.03368103780864198
439,35,102.74285714285715,0.0336694637345679
440,34,103.47058823529412,0.0337475887345679
441,34,103.47058823529412,0.033773630401234565
442,33,103.0909090909091,0.033814139660493826
443,33,106.96969696969697,0.03410590277777778
444,33,106.96969696969697,0.034099633487654324
445,36,100.13888888888889,0.03442274305555556
446,36,100.13888888888889,0.03439911265432099
447,36,98.97222222222223,0.03426697530864198
448,36,99.5,0.03448543595679012
449,36,99.5,0.034501832561728396
450,35,100.45714285714286,0.03472318672839506
451,35,100.45714285714286,0.03472366898148148
452,36,99.0,0.03455343364197531
453,38,97.44736842105263,0.0349633487654321
454,38,97.42105263157895,0.03494646990740741
455,38,98.97368421052632,0.03553337191358025
456,38,98.97368421052632,0.03554157021604938
457,37,103.51351351351352,0.035438850308641974
458,36,104.61111111111111,0.035904706790123454
459,36,104.66666666666667,0.03591483410493827
460,38,100.15789473684211,0.03587191358024691
461,38,100.1842105263158,0.03585069444444444
462,38,102.94736842105263,0.03568528163580247
463,37,103.62162162162163,0.035786072530864195
464,37,103.62162162162163,0.03578269675925926
465,37,104.91891891891892,0.0358179012345679
466,36,107.69444444444444,0.03578993055555556
467,41,96.73170731707317,0.03432773919753086
468,39,101.12820512820512,0.036100983796296296
469,39,101.15384615384616,0.03611159336419753
470,42,96.69047619047619,0.03514515817901234
471,42,96.69047619047619,0.03513165509259259
472,40,101.325,0.0349633487654321
473,38,106.94736842105263,0.035553144290123455
474,38,106.97368421052632,0.03554157021604938
475,36,112.38888888888889,0.035857928240740744
476,36,112.38888888888889,0.035836709104938275
477,39,104.17948717948718,0.035617283950617286
478,38,107.42105263157895,0.03603780864197531
479,39,104.76923076923077,0.036042631172839505
480,40,101.825,0.03575327932098765
481,41,99.78048780487805,0.03572530864197531
482,39,102.64102564102564,0.035393036265432096
483,40,100.375,0.03565586419753086
484,40,100.375,0.035659722222222225
485,39,102.92307692307692,0.03577546296296296
486,38,105.5,0.035788483796296296
487,42,95.73809523809524,0.03559413580246914
488,42,95.66666666666667,0.03604793595679012
489,42,95.61904761904762,0.036042631172839505
490,42,95.28571428571429,0.03644724151234568
491,41,97.46341463414635,0.03646170910493827
492,40,99.8,0.03640576774691358
493,39,102.28205128205128,0.036743827160493826
494,39,102.3076923076923,0.03673562885802469
495,42,95.30952380952381,0.0367283950617284
496,40,99.675,0.03670042438271605
497,38,104.34210526315789,0.036753954475308645
498,38,103.55263157894737,0.03693576388888889
499,40,98.85,0.036925154320987655
500,36,108.19444444444444,0.03684268904320988
501,36,107.63888888888889,0.03685426311728395
502,37,105.10810810810811,0.036637249228395063
503,34,113.76470588235294,0.03684944058641975
504,34,113.8529411764706,0.03685522762345679
505,34,112.11764705882354,0.03697145061728395
506,34,112.08823529411765,0.0369507137345679
507,37,103.54054054054055,0.03694155092592592
508,39,98.48717948717949,0.03728346836419753
509,39,98.53846153846153,0.0372680362654321
510,35,107.97142857142858,0.0389134837962963
511,35,107.91428571428571,0.03888261959876543
512,38,99.07894736842105,0.03692708333333333
513,36,104.36111111111111,0.03867814429012346
514,36,104.41666666666667,0.038658854166666666
515,37,100.54054054054055,0.038638599537037036
516,37,100.54054054054055,0.0386424575617284
517,33,110.63636363636364,0.03825810185185185
518,34,107.0,0.03854070216049383
519,34,107.08823529411765,0.0385595100308642
520,31,116.87096774193549,0.03863233024691358
521,31,116.87096774193549,0.038645351080246915
522,30,120.63333333333334,0.038475115740740744
523,30,121.26666666666667,0.038857060185185185
524,31,117.87096774193549,0.038835841049382716
525,32,112.8125,0.03903115354938272
526,32,112.8125,0.039019579475308645
527,32,112.75,0.03862895447530864
528,29,123.82758620689656,0.038944347993827164
529,29,123.89655172413794,0.03894386574074074
530,30,119.86666666666666,0.038817997685185186
531,30,119.83333333333333,0.038821373456790126
532,31,111.12903225806451,0.03840711805555556
533,33,109.57575757575758,0.03878954475308642
534,33,109.60606060606061,0.03877121913580247
535,36,101.25,0.038753858024691355
536,37,98.91891891891892,0.03872974537037037
537,40,88.375,0.036925154320987655
538,37,95.37837837837837,0.037173514660493824
539,37,95.43243243243244,0.037210648148148145
540,36,100.41666666666667,0.03701774691358025
541,36,100.44444444444444,0.03705054012345679
542,33,109.9090909090909,0.03657166280864198
543,37,96.86486486486487,0.03661313657407408
544,37,96.72972972972973,0.03658371913580247
545,34,103.0,0.03633439429012346
546,34,102.94117647058823,0.03631221064814815
547,31,109.6774193548387,0.03645447530864197
548,32,109.78125,0.03636332947530864
549,32,109.8125,0.03638744212962963
550,34,107.55882352941177,0.03634693287037037
551,34,107.55882352941177,0.036345003858024694
552,33,106.57575757575758,0.0364429012345679
553,31,113.03225806451613,0.03629002700617284
554,32,109.59375,0.03628375771604938
555,32,109.4375,0.0362403549382716
556,32,109.4375,0.036218653549382716
557,31,119.80645161290323,0.036322820216049385
558,29,119.06896551724138,0.03581838348765432
559,29,119.03448275862068,0.035788483796296296
560,33,104.72727272727273,0.035257523148148145
561,33,104.66666666666667,0.035246431327160495
562,33,110.72727272727273,0.035304783950617286
563,31,109.54838709677419,0.03491078317901235
564,31,109.54838709677419,0.03489631558641975
565,32,105.375,0.03471257716049383
566,31,108.51612903225806,0.03468894675925926
567,30,119.03333333333333,0.03471498842592593
568,32,105.6875,0.034733314043209874
569,32,105.65625,0.03473765432098765
570,32,112.96875,0.03494646990740741
571,32,112.875,0.034969618055555554
572,32,113.28125,0.03502507716049383
573,31,116.87096774193549,0.03516734182098766
574,31,116.87096774193549,0.03514949845679012
575,33,112.33333333333333,0.03512731481481481
576,33,112.36363636363636,0.035101755401234565
577,36,105.80555555555556,0.03526041666666667
578,35,106.08571428571429,0.035222800925925925
579,34,108.73529411764706,0.03523003472222222
580,32,115.96875,0.03519097222222222
581,33,112.60606060606061,0.03521508487654321
582,32,118.78125,0.035249807098765434
583,31,119.70967741935483,0.035144193672839504
584,31,119.70967741935483,0.03513310185185185
585,33,110.81818181818181,0.03497347608024692
586,33,110.78787878787878,0.03497347608024692
587,33,113.15151515151516,0.03494164737654321
588,31,114.41935483870968,0.03498697916666667
589,31,114.48387096774194,0.035006751543209876
590,34,105.05882352941177,0.034978780864197534
591,34,104.8529411764706,0.03499180169753086
592,35,103.88571428571429,0.03485628858024691
593,30,115.0,0.03494357638888889
594,30,115.0,0.034936342592592595
595,31,112.51612903225806,0.03495900848765432
596,31,112.51612903225806,0.03494116512345679
597,33,110.9090909090909,0.03492139274691358
598,32,112.84375,0.03492862654320988
599,32,112.78125,0.034912712191358025
600,33,107.54545454545455,0.03502748842592593
601,33,107.57575757575758,0.03505015432098765
602,32,112.65625,0.03510706018518518
603,34,104.02941176470588,0.03498263888888889
604,34,104.02941176470588,0.03498794367283951
605,34,106.08823529411765,0.03525559413580247
606,33,108.57575757575758,0.03527633101851852
607,33,111.0909090909091,0.03523726851851852
608,35,103.2,0.032864583333333336
609,35,103.2,0.032865547839506175
610,38,97.6842105263158,0.033000096450617286
611,38,97.6842105263158,0.03301167052469136
612,35,105.02857142857142,0.0331640625
613,34,106.55882352941177,0.03315055941358025
614,34,106.55882352941177,0.03315297067901234
615,37,98.16216216216216,0.03331597222222222
616,37,98.16216216216216,0.033310185185185186
617,40,92.9,0.033411940586419754
618,38,95.94736842105263,0.03347222222222222
619,38,95.94736842105263,0.0334717399691358
620,36,102.5,0.03381365740740741
621,37,99.62162162162163,0.0352001350308642
622,40,94.55,0.033760127314814814
623,35,101.14285714285714,0.035638503086419755
624,34,103.97058823529412,0.03563416280864198
625,33,107.33333333333333,0.035927372685185185
626,33,107.33333333333333,0.03592689043209876
627,35,103.68571428571428,0.03577690972222222
628,35,104.6,0.036256269290123454
629,35,104.6,0.03626736111111111
630,38,97.71052631578948,0.036647376543209875
631,39,95.33333333333333,0.036637249228395063
632,36,103.38888888888889,0.03639708719135802
633,34,109.44117647058823,0.036966628086419755
634,34,109.38235294117646,0.036946373456790124
635,40,95.25,0.03739824459876543
636,39,97.56410256410257,0.03738811728395062
637,36,105.16666666666667,0.037341820987654324
638,35,109.4,0.037918595679012346
639,36,106.11111111111111,0.03793065200617284
640,41,95.2439024390244,0.038233024691358024
641,41,95.26829268292683,0.038252314814814815
642,38,101.57894736842105,0.03832802854938271
643,39,99.51282051282051,0.038647762345679015
644,39,99.46153846153847,0.038641010802469136
645,37,99.37837837837837,0.03889419367283951
646,38,96.86842105263158,0.038873939043209876
647,36,101.61111111111111,0.03887635030864198
648,39,94.53846153846153,0.03923755787037037
649,40,92.25,0.03923948688271605
650,37,99.94594594594595,0.039479648919753085
651,37,99.89189189189189,0.03951678240740741
652,36,102.44444444444444,0.039388985339506175
653,37,101.32432432432432,0.039873649691358024
654,37,101.29729729729729,0.03984230324074074
655,37,101.91891891891892,0.03988425925925926
656,38,99.8157894736842,0.03986545138888889
657,40,97.475,0.03938994984567901
658,40,94.75,0.040030864197530866
659,40,94.8,0.04003616898148148
660,40,97.7,0.040161554783950615
661,40,97.7,0.04016927083333333
662,42,99.4047619047619,0.039586226851851855
663,43,97.55813953488372,0.040188560956790124
664,43,97.46511627906976,0.04018325617283951
665,40,104.0,0.04031587577160494
666,40,104.0,0.04027488425925926
667,40,104.275,0.039946469907407404
668,43,98.09302325581395,0.04038387345679012
669,42,100.28571428571429,0.040414737654320985
670,42,100.85714285714286,0.04058641975308642
671,42,100.85714285714286,0.04054832175925926
672,44,97.25,0.04044801311728395
673,45,95.46666666666667,0.039057677469135806
674,45,95.4888888888889,0.039056230709876544
675,44,98.52272727272727,0.03956404320987654
676,44,98.54545454545455,0.03957561728395062
677,44,99.11363636363636,0.040046296296296295
678,46,95.28260869565217,0.03997733410493827
679,45,97.22222222222223,0.0400096450617284
680,44,100.86363636363636,0.039870273919753084
681,44,100.81818181818181,0.03988329475308642
682,45,99.35555555555555,0.04019145447530864
683,45,97.28888888888889,0.03970100308641975
684,45,97.28888888888889,0.03970100308641975
685,47,94.44680851063829,0.03976948302469136
686,47,94.44680851063829,0.03974681712962963
687,47,94.19148936170212,0.03998408564814815
688,45,96.8,0.03961371527777778
689,45,96.84444444444445,0.039654224537037035
690,47,92.42553191489361,0.039736207561728396
691,48,91.3125,0.03974006558641975
692,47,92.57446808510639,0.041866319444444446
